cleaned_data
date,s_and_p_comp,dividend,earnings,CPI,fraction_date,long_interest_rate,real_price,real_dividend,real_total_return_price,real_earnings,real_scaled_earnings,CAPE,TR_CAPE,excess_CAPE,montly_bond_return,real_bond_return,10_year_stock_return,10_year_bond_return,10_year_excess_return
1871-01,"4,44","0,26","0,40","12,46","1871,04","5,32","97,60","5,72","97,60","8,79","8,79",NA,NA,,"1,00","1,00","13,06%","9,25%","3,81%"
1871-02,"4,50","0,26","0,40","12,84","1871,13","5,32","95,99","5,55","96,45","8,53","8,57",NA,NA,,"1,00","0,97","13,09%","9,46%","3,62%"
1871-03,"4,61","0,26","0,40","13,03","1871,21","5,33","96,90","5,46","97,82","8,41","8,49",NA,NA,,"1,00","0,96","13,10%","9,62%","3,48%"
1871-04,"4,74","0,26","0,40","12,56","1871,29","5,33","103,40","5,67","104,87","8,73","8,85",NA,NA,,"1,00","1,00","12,21%","9,10%","3,11%"
1871-05,"4,86","0,26","0,40","12,27","1871,38","5,33","108,49","5,80","110,51","8,93","9,10",NA,NA,,"1,00","1,03","12,26%","8,95%","3,31%"
1871-06,"4,82","0,26","0,40","12,08","1871,46","5,34","109,29","5,90","111,83","9,07","9,28",NA,NA,,"1,00","1,05","12,31%","8,77%","3,54%"
1871-07,"4,73","0,26","0,40","12,08","1871,54","5,34","107,25","5,90","110,25","9,07","9,32",NA,NA,,"1,00","1,06","12,00%","8,66%","3,34%"
1871-08,"4,79","0,26","0,40","11,89","1871,63","5,34","110,35","5,99","113,94","9,21","9,52",NA,NA,,"1,00","1,08","11,19%","8,27%","2,93%"
1871-09,"4,84","0,26","0,40","12,18","1871,71","5,35","108,89","5,85","112,94","9,00","9,33",NA,NA,,"1,00","1,06","11,00%","8,10%","2,90%"
1871-10,"4,59","0,26","0,40","12,37","1871,79","5,35","101,67","5,76","105,95","8,86","9,23",NA,NA,,"1,00","1,05","11,48%","8,17%","3,31%"
1871-11,"4,64","0,26","0,40","12,37","1871,88","5,35","102,78","5,76","107,61","8,86","9,28",NA,NA,,"1,00","1,05","11,53%","8,26%","3,27%"
1871-12,"4,74","0,26","0,40","12,65","1871,96","5,36","102,63","5,63","107,94","8,66","9,11",NA,NA,,"1,00","1,03","11,21%","8,50%","2,71%"
1872-01,"4,86","0,26","0,40","12,65","1872,04","5,36","105,23","5,70","111,17","8,71","9,21",NA,NA,,"1,00","1,04","10,77%","8,49%","2,28%"
1872-02,"4,88","0,27","0,41","12,65","1872,13","5,38","105,66","5,77","112,14","8,77","9,31",NA,NA,,"1,00","1,04","10,38%","8,39%","1,98%"
1872-03,"5,04","0,27","0,41","12,84","1872,21","5,40","107,51","5,76","114,61","8,69","9,27",NA,NA,,"1,00","1,03","10,17%","8,55%","1,62%"
1872-04,"5,18","0,27","0,41","13,13","1872,29","5,42","108,09","5,70","115,74","8,56","9,16",NA,NA,,"1,00","1,01","10,01%","8,69%","1,32%"
1872-05,"5,18","0,28","0,41","13,13","1872,38","5,43","108,09","5,77","116,25","8,61","9,26",NA,NA,,"1,00","1,01","9,78%","8,59%","1,19%"
1872-06,"5,13","0,28","0,42","13,03","1872,46","5,45","107,83","5,89","116,50","8,72","9,42",NA,NA,,"1,00","1,02","9,65%","8,41%","1,24%"
1872-07,"5,10","0,28","0,42","12,84","1872,54","5,47","108,79","6,04","118,08","8,91","9,67",NA,NA,,"1,00","1,04","10,25%","8,35%","1,90%"
1872-08,"5,04","0,29","0,42","12,94","1872,63","5,49","106,72","6,07","116,38","8,89","9,70",NA,NA,,"1,00","1,04","10,68%","8,32%","2,36%"
1872-09,"4,95","0,29","0,42","13,03","1872,71","5,51","104,04","6,10","114,02","8,88","9,73",NA,NA,,"1,00","1,03","11,37%","8,70%","2,67%"
1872-10,"4,97","0,29","0,43","12,75","1872,79","5,53","106,80","6,30","117,62","9,13","10,06",NA,NA,,"1,00","1,06","10,87%","8,56%","2,31%"
1872-11,"4,95","0,30","0,43","13,13","1872,88","5,54","103,29","6,19","114,32","8,92","9,87",NA,NA,,"1,00","1,03","10,86%","8,98%","1,88%"
1872-12,"5,07","0,30","0,43","12,94","1872,96","5,56","107,35","6,35","119,40","9,10","10,13",NA,NA,,"1,00","1,05","10,59%","8,92%","1,67%"
1873-01,"5,11","0,30","0,43","12,94","1873,04","5,58","108,20","6,41","120,93","9,16","10,24",NA,NA,,"1,01","1,05","10,44%","8,91%","1,52%"
1873-02,"5,15","0,31","0,44","13,23","1873,13","5,57","106,69","6,32","119,84","9,01","10,12",NA,NA,,"1,01","1,03","10,24%","9,02%","1,21%"
1873-03,"5,11","0,31","0,44","13,23","1873,21","5,56","105,86","6,37","119,50","9,06","10,23",NA,NA,,"1,01","1,04","10,56%","9,10%","1,46%"
1873-04,"5,04","0,31","0,44","13,23","1873,29","5,55","104,41","6,42","118,47","9,12","10,34",NA,NA,,"1,01","1,05","11,04%","9,18%","1,86%"
1873-05,"5,05","0,31","0,44","12,94","1873,38","5,54","106,93","6,62","121,95","9,37","10,69",NA,NA,,"1,01","1,07","10,69%","9,03%","1,66%"
1873-06,"4,98","0,32","0,45","12,56","1873,46","5,53","108,64","6,87","124,56","9,71","11,13",NA,NA,,"1,01","1,11","10,93%","9,00%","1,93%"
1873-07,"4,97","0,32","0,45","12,56","1873,54","5,53","108,42","6,93","124,97","9,76","11,25",NA,NA,,"1,01","1,12","11,00%","9,20%","1,80%"
1873-08,"4,97","0,32","0,45","12,56","1873,63","5,52","108,42","6,98","125,64","9,82","11,38",NA,NA,,"1,01","1,12","10,48%","9,17%","1,31%"
1873-09,"4,59","0,32","0,45","12,56","1873,71","5,51","100,13","7,04","116,71","9,87","11,51",NA,NA,,"1,01","1,13","11,59%","9,26%","2,33%"
1873-10,"4,19","0,33","0,46","12,27","1873,79","5,50","93,53","7,25","109,72","10,16","11,92",NA,NA,,"1,01","1,16","12,02%","8,99%","3,04%"
1873-11,"4,04","0,33","0,46","11,89","1873,88","5,49","93,07","7,54","109,92","10,54","12,45",NA,NA,,"1,01","1,21","12,34%","8,73%","3,61%"
1873-12,"4,42","0,33","0,46","12,18","1873,96","5,48","99,44","7,42","118,17","10,35","12,30",NA,NA,,"1,01","1,18","11,23%","8,85%","2,37%"
1874-01,"4,66","0,33","0,46","12,37","1874,04","5,47","103,22","7,31","123,39","10,19","12,18",NA,NA,,"1,01","1,17","10,47%","9,00%","1,47%"
1874-02,"4,80","0,33","0,46","12,37","1874,13","5,44","106,32","7,31","127,83","10,19","12,25",NA,NA,,"1,01","1,18","10,43%","8,96%","1,47%"
1874-03,"4,73","0,33","0,46","12,37","1874,21","5,40","104,77","7,31","126,70","10,19","12,32",NA,NA,,"1,01","1,19","10,54%","8,92%","1,62%"
1874-04,"4,60","0,33","0,46","12,18","1874,29","5,37","103,49","7,42","125,89","10,35","12,59",NA,NA,,"1,01","1,22","10,39%","8,95%","1,44%"
1874-05,"4,48","0,33","0,46","12,08","1874,38","5,34","101,58","7,48","124,33","10,43","12,77",NA,NA,,"1,01","1,23","9,89%","9,06%","0,84%"
1874-06,"4,46","0,33","0,46","11,80","1874,46","5,30","103,57","7,66","127,55","10,68","13,16",NA,NA,,"1,01","1,27","9,22%","8,76%","0,46%"
1874-07,"4,46","0,33","0,46","11,89","1874,54","5,27","102,74","7,60","127,31","10,60","13,13",NA,NA,,"1,01","1,27","9,43%","8,93%","0,50%"
1874-08,"4,47","0,33","0,46","11,80","1874,63","5,24","103,81","7,66","129,41","10,68","13,32",NA,NA,,"1,01","1,29","9,98%","8,81%","1,17%"
1874-09,"4,54","0,33","0,46","11,80","1874,71","5,20","105,43","7,66","132,24","10,68","13,40",NA,NA,,"1,01","1,30","9,57%","8,89%","0,68%"
1874-10,"4,53","0,33","0,46","11,61","1874,79","5,17","106,92","7,79","134,92","10,86","13,70",NA,NA,,"1,01","1,33","9,17%","8,80%","0,37%"
1874-11,"4,57","0,33","0,46","11,51","1874,88","5,14","108,76","7,85","138,06","10,95","13,90",NA,NA,,"1,01","1,35","9,01%","8,92%","0,09%"
1874-12,"4,54","0,33","0,46","11,51","1874,96","5,10","108,04","7,85","137,99","10,95","13,98",NA,NA,,"1,01","1,36","9,18%","9,01%","0,17%"
1875-01,"4,54","0,33","0,45","11,51","1875,04","5,07","108,04","7,79","138,82","10,75","13,81",NA,NA,,"1,01","1,37","8,92%","8,97%","-0,05%"
1875-02,"4,53","0,33","0,44","11,51","1875,13","5,03","107,81","7,73","139,34","10,55","13,64",NA,NA,,"1,01","1,38","9,15%","8,81%","0,34%"
1875-03,"4,59","0,32","0,44","11,51","1875,21","4,99","109,23","7,67","142,01","10,35","13,46",NA,NA,,"1,01","1,39","9,28%","9,03%","0,25%"
1875-04,"4,65","0,32","0,43","11,61","1875,29","4,95","109,76","7,55","143,51","10,07","13,17",NA,NA,,"1,01","1,39","9,07%","8,95%","0,12%"
1875-05,"4,47","0,32","0,42","11,32","1875,38","4,91","108,17","7,68","142,27","10,12","13,31",NA,NA,,"1,01","1,43","9,35%","8,90%","0,45%"
1875-06,"4,38","0,32","0,41","11,13","1875,46","4,87","107,80","7,75","142,64","10,09","13,35",NA,NA,,"1,01","1,47","9,59%","8,94%","0,65%"
1875-07,"4,39","0,31","0,40","11,13","1875,54","4,83","108,05","7,69","143,81","9,89","13,16",NA,NA,,"1,01","1,48","9,83%","8,77%","1,05%"
1875-08,"4,41","0,31","0,39","11,23","1875,63","4,79","107,62","7,57","144,08","9,60","12,85",NA,NA,,"1,01","1,48","10,46%","8,83%","1,63%"
1875-09,"4,37","0,31","0,39","11,13","1875,71","4,75","107,55","7,57","144,84","9,48","12,76",NA,NA,,"1,01","1,50","10,44%","8,83%","1,61%"
1875-10,"4,30","0,31","0,38","11,13","1875,79","4,71","105,83","7,51","143,36","9,27","12,56",NA,NA,,"1,01","1,51","11,23%","8,80%","2,43%"
1875-11,"4,37","0,30","0,37","11,04","1875,88","4,67","108,48","7,51","147,80","9,14","12,46",NA,NA,,"1,01","1,53","11,50%","8,54%","2,96%"
1875-12,"4,37","0,30","0,36","10,94","1875,96","4,63","109,43","7,51","149,94","9,01","12,35",NA,NA,,"1,01","1,56","11,04%","8,16%","2,88%"
1876-01,"4,46","0,30","0,35","10,85","1876,04","4,59","112,66","7,58","155,23","8,92","12,30",NA,NA,,"1,00","1,58","10,95%","8,28%","2,67%"
1876-02,"4,52","0,30","0,35","10,85","1876,13","4,58","114,17","7,58","158,19","8,76","12,13",NA,NA,,"1,00","1,59","11,00%","8,25%","2,75%"
1876-03,"4,51","0,30","0,34","10,85","1876,21","4,57","113,92","7,58","158,72","8,59","11,97",NA,NA,,"1,00","1,60","10,90%","8,35%","2,55%"
1876-04,"4,34","0,30","0,33","10,75","1876,29","4,56","110,60","7,64","154,97","8,49","11,90",NA,NA,,"1,00","1,62","11,19%","8,35%","2,84%"
1876-05,"4,18","0,30","0,33","10,37","1876,38","4,54","110,43","7,93","155,66","8,63","12,17",NA,NA,,"1,00","1,69","11,24%","8,20%","3,04%"
1876-06,"4,15","0,30","0,32","10,09","1876,46","4,53","112,74","8,15","159,88","8,69","12,33",NA,NA,,"1,00","1,74","11,62%","8,00%","3,62%"
1876-07,"4,10","0,30","0,31","10,09","1876,54","4,52","111,38","8,15","158,91","8,51","12,14",NA,NA,,"1,00","1,75","11,76%","7,83%","3,93%"
1876-08,"3,93","0,30","0,31","10,18","1876,62","4,51","105,77","8,07","151,86","8,25","11,85",NA,NA,,"1,00","1,74","12,25%","7,77%","4,48%"
1876-09,"3,69","0,30","0,30","10,28","1876,71","4,50","98,39","8,00","142,22","8,00","11,56",NA,NA,,"1,00","1,74","13,32%","7,84%","5,48%"
1876-10,"3,67","0,30","0,29","10,47","1876,79","4,49","96,07","7,85","139,83","7,68","11,17",NA,NA,,"1,00","1,71","13,84%","8,01%","5,83%"
1876-11,"3,60","0,30","0,29","10,56","1876,87","4,47","93,39","7,78","136,87","7,44","10,90",NA,NA,,"1,00","1,71","14,39%","8,07%","6,32%"
1876-12,"3,58","0,30","0,28","10,75","1876,96","4,46","91,23","7,64","134,63","7,14","10,53",NA,NA,,"1,00","1,68","14,18%","8,10%","6,08%"
1877-01,"3,55","0,29","0,28","10,94","1877,04","4,45","88,89","7,28","132,08","7,05","10,48",NA,NA,,"1,00","1,66","14,04%","8,00%","6,04%"
1877-02,"3,34","0,28","0,28","10,66","1877,12","4,44","85,87","7,24","128,49","7,28","10,90",NA,NA,,"1,00","1,71","14,18%","7,56%","6,61%"
1877-03,"3,17","0,27","0,29","10,18","1877,21","4,43","85,31","7,33","128,56","7,67","11,56",NA,NA,,"1,00","1,80","14,47%","7,05%","7,43%"
1877-04,"2,94","0,26","0,29","10,47","1877,29","4,42","76,96","6,89","116,85","7,51","11,39",NA,NA,,"1,00","1,76","15,87%","7,32%","8,56%"
1877-05,"2,94","0,25","0,29","10,66","1877,37","4,41","75,59","6,54","115,59","7,41","11,33",NA,NA,,"1,00","1,74","16,23%","7,48%","8,75%"
1877-06,"2,73","0,25","0,29","10,09","1877,46","4,40","74,16","6,66","114,26","7,88","12,14",NA,NA,,"1,00","1,84","16,21%","6,99%","9,21%"
1877-07,"2,85","0,24","0,29","10,18","1877,54","4,40","76,70","6,35","118,98","7,85","12,18",NA,NA,,"1,00","1,83","15,63%","7,20%","8,43%"
1877-08,"3,05","0,23","0,29","9,80","1877,62","4,39","85,27","6,34","133,09","8,20","12,80",NA,NA,,"1,00","1,91","13,96%","6,63%","7,32%"
1877-09,"3,24","0,22","0,30","9,70","1877,71","4,38","91,47","6,14","143,57","8,33","13,07",NA,NA,,"1,00","1,94","13,13%","6,63%","6,50%"
1877-10,"3,31","0,21","0,30","9,70","1877,79","4,37","93,45","5,88","147,44","8,38","13,22",NA,NA,,"1,00","1,95","12,35%","6,48%","5,87%"
1877-11,"3,26","0,20","0,30","9,51","1877,87","4,36","93,88","5,74","148,87","8,59","13,62",NA,NA,,"1,00","2,00","12,37%","6,12%","6,25%"
1877-12,"3,25","0,19","0,30","9,51","1877,96","4,35","93,59","5,47","149,14","8,64","13,77",NA,NA,,"1,00","2,00","12,07%","5,85%","6,22%"
1878-01,"3,25","0,19","0,30","9,23","1878,04","4,34","96,48","5,62","154,49","8,93","14,30",NA,NA,,"1,00","2,08","11,67%","5,38%","6,30%"
1878-02,"3,18","0,19","0,30","9,13","1878,12","4,33","95,39","5,65","153,49","9,05","14,56",NA,NA,,"1,00","2,11","11,85%","5,39%","6,46%"
1878-03,"3,24","0,19","0,30","8,94","1878,21","4,32","99,26","5,74","160,49","9,27","14,98",NA,NA,,"1,00","2,16","10,97%","5,17%","5,80%"
1878-04,"3,33","0,19","0,30","8,85","1878,29","4,31","103,11","5,78","167,50","9,39","15,26",NA,NA,,"1,00","2,19","10,71%","5,18%","5,53%"
1878-05,"3,34","0,19","0,30","8,56","1878,37","4,30","106,87","5,94","174,41","9,73","15,88",NA,NA,,"1,00","2,28","10,59%","4,96%","5,63%"
1878-06,"3,41","0,19","0,31","8,37","1878,46","4,29","111,58","6,05","182,93","9,98","16,36",NA,NA,,"1,00","2,34","9,89%","4,85%","5,04%"
1878-07,"3,48","0,18","0,31","8,47","1878,54","4,28","112,60","5,96","185,40","9,89","16,29",NA,NA,,"1,00","2,32","9,94%","4,85%","5,09%"
1878-08,"3,45","0,18","0,31","8,56","1878,62","4,27","110,39","5,86","182,57","9,81","16,23",NA,NA,,"1,00","2,31","10,38%","4,97%","5,42%"
1878-09,"3,52","0,18","0,31","8,56","1878,71","4,26","112,63","5,84","187,08","9,84","16,34",NA,NA,,"1,00","2,32","10,42%","4,97%","5,46%"
1878-10,"3,48","0,18","0,31","8,47","1878,79","4,25","112,60","5,88","187,84","9,98","16,64",NA,NA,,"1,00","2,35","10,23%","4,73%","5,50%"
1878-11,"3,47","0,18","0,31","8,37","1878,87","4,24","113,55","5,92","190,25","10,12","16,95",NA,NA,,"1,00","2,39","9,77%","4,49%","5,28%"
1878-12,"3,45","0,18","0,31","8,18","1878,96","4,23","115,52","6,03","194,40","10,38","17,47",NA,NA,,"1,00","2,46","9,37%","4,25%","5,11%"
1879-01,"3,58","0,18","0,32","8,28","1879,04","4,22","118,49","6,01","200,25","10,45","17,66",NA,NA,,"1,00","2,44","9,68%","4,74%","4,94%"
1879-02,"3,71","0,18","0,32","8,37","1879,12","4,20","121,40","6,00","206,01","10,53","17,86",NA,NA,,"1,00","2,42","9,66%","4,97%","4,69%"
1879-03,"3,65","0,19","0,33","8,28","1879,21","4,19","120,81","6,12","205,87","10,84","18,47",NA,NA,,"1,00","2,46","9,61%","4,96%","4,66%"
1879-04,"3,77","0,19","0,33","8,18","1879,29","4,17","126,23","6,25","216,00","11,16","19,10",NA,NA,,"1,00","2,50","9,10%","4,82%","4,29%"
1879-05,"3,94","0,19","0,34","8,18","1879,37","4,15","131,93","6,31","226,64","11,36","19,51",NA,NA,,"1,00","2,52","9,18%","5,06%","4,12%"
1879-06,"3,96","0,19","0,35","8,09","1879,46","4,14","134,16","6,44","231,39","11,69","20,16",NA,NA,,"1,00","2,56","9,17%","4,92%","4,26%"
1879-07,"4,04","0,19","0,35","8,18","1879,54","4,12","135,28","6,42","234,24","11,75","20,34",NA,NA,,"1,00","2,54","8,85%","5,02%","3,83%"
1879-08,"4,07","0,19","0,36","8,18","1879,62","4,10","136,28","6,47","236,92","11,94","20,76",NA,NA,,"1,00","2,55","8,91%","5,00%","3,91%"
1879-09,"4,22","0,20","0,36","8,47","1879,71","4,09","136,54","6,31","238,28","11,73","20,47",NA,NA,,"1,00","2,48","9,01%","5,21%","3,80%"
1879-10,"4,68","0,20","0,37","8,94","1879,79","4,07","143,37","6,03","251,08","11,28","19,76",NA,NA,,"1,00","2,36","8,28%","5,77%","2,51%"
1879-11,"4,93","0,20","0,37","9,42","1879,87","4,05","143,40","5,77","251,97","10,88","19,13",NA,NA,,"1,00","2,25","8,18%","6,31%","1,87%"
1879-12,"4,92","0,20","0,38","9,70","1879,96","4,04","138,90","5,65","244,89","10,73","18,91",NA,NA,,"1,00","2,19","8,33%","6,47%","1,86%"
1880-01,"5,11","0,21","0,39","9,99","1880,04","4,02","140,14","5,62","247,91","10,67","18,88",NA,NA,,"1,01","2,14","8,62%","7,03%","1,59%"
1880-02,"5,20","0,21","0,40","9,99","1880,12","3,99","142,61","5,76","253,12","10,92","19,39",NA,NA,,"1,01","2,15","8,31%","6,99%","1,33%"
1880-03,"5,30","0,22","0,41","10,09","1880,21","3,97","143,98","5,84","256,42","11,07","19,72",NA,NA,,"1,01","2,14","8,13%","7,04%","1,08%"
1880-04,"5,18","0,22","0,42","9,70","1880,29","3,94","146,24","6,21","261,36","11,76","21,03",NA,NA,,"1,01","2,24","8,18%","6,59%","1,59%"
1880-05,"4,77","0,23","0,43","9,42","1880,37","3,91","138,75","6,54","248,94","12,39","22,22",NA,NA,,"1,01","2,32","9,07%","6,10%","2,97%"
1880-06,"4,79","0,23","0,44","9,23","1880,46","3,89","142,20","6,83","256,16","12,91","23,26",NA,NA,,"1,01","2,38","8,71%","5,84%","2,87%"
1880-07,"5,01","0,24","0,44","9,23","1880,54","3,86","148,73","6,98","268,98","13,19","23,85",NA,NA,,"1,01","2,39","8,14%","5,80%","2,34%"
1880-08,"5,19","0,24","0,45","9,23","1880,62","3,83","154,08","7,12","279,72","13,46","24,43",NA,NA,,"1,01","2,41","7,11%","5,38%","1,73%"
1880-09,"5,18","0,25","0,46","9,32","1880,71","3,81","152,21","7,20","277,42","13,59","24,77",NA,NA,,"1,01","2,40","6,93%","5,32%","1,61%"
1880-10,"5,33","0,25","0,47","9,32","1880,79","3,78","156,62","7,35","286,57","13,86","25,36",NA,NA,,"1,01","2,41","6,13%","5,28%","0,85%"
1880-11,"5,61","0,26","0,48","9,42","1880,87","3,75","163,18","7,42","299,70","13,99","25,69",NA,NA,,"1,01","2,40","5,15%","5,60%","-0,45%"
1880-12,"5,84","0,26","0,49","9,51","1880,96","3,73","168,17","7,49","310,02","14,11","26,01",NA,NA,,"1,01","2,39","4,59%","5,66%","-1,08%"
1881-01,"6,19","0,27","0,49","9,42","1881,04","3,70","180,05","7,71","333,10","14,13","26,14","18,47","24,14","-1,05%","1,00","2,42","4,54%","5,65%","-1,11%"
1881-02,"6,17","0,27","0,48","9,51","1881,12","3,69","177,67","7,77","329,90","13,87","25,76","18,15","23,66","-1,14%","1,00","2,41","4,68%","5,62%","-0,94%"
1881-03,"6,24","0,28","0,48","9,51","1881,21","3,69","179,69","7,92","334,87","13,75","25,62","18,27","23,77","-1,31%","1,00","2,42","4,24%","5,49%","-1,25%"
1881-04,"6,22","0,28","0,47","9,61","1881,29","3,68","177,34","7,98","331,73","13,49","25,24","17,95","23,31","-0,75%","1,00","2,40","4,60%","5,46%","-0,87%"
1881-05,"6,50","0,29","0,47","9,51","1881,37","3,67","187,17","8,21","351,41","13,51","25,37","18,87","24,46","-0,89%","1,00","2,43","4,12%","5,48%","-1,36%"
1881-06,"6,58","0,29","0,47","9,51","1881,46","3,67","189,48","8,35","357,04","13,39","25,23","19,03","24,62","-0,77%","1,00","2,44","4,03%","5,73%","-1,70%"
1881-07,"6,35","0,30","0,46","9,61","1881,54","3,66","181,05","8,41","342,47","13,14","24,85","18,12","23,40","-0,40%","1,00","2,43","4,46%","5,96%","-1,50%"
1881-08,"6,20","0,30","0,46","9,80","1881,62","3,65","173,34","8,39","329,21","12,77","24,25","17,29","22,29","0,21%","1,00","2,39","5,26%","6,16%","-0,91%"
1881-09,"6,25","0,31","0,45","10,18","1881,71","3,65","168,20","8,21","320,76","12,18","23,22","16,72","21,54","0,56%","1,00","2,31","6,53%","6,69%","-0,17%"
1881-10,"6,15","0,31","0,45","10,28","1881,79","3,64","163,98","8,27","314,02","11,95","22,89","16,26","20,93","0,67%","1,00","2,29","6,79%","6,79%","0,00%"
1881-11,"6,19","0,32","0,44","10,18","1881,87","3,63","166,59","8,48","320,37","11,95","22,99","16,48","21,19","0,51%","1,00","2,32","6,58%","6,82%","-0,23%"
1881-12,"6,01","0,32","0,44","10,18","1881,96","3,63","161,74","8,61","312,43","11,84","22,87","15,96","20,51","0,49%","1,00","2,33","7,21%","6,81%","0,40%"
1882-01,"5,92","0,32","0,44","10,18","1882,04","3,62","159,32","8,61","309,14","11,82","22,93","15,68","20,14","0,61%","1,00","2,34","7,83%","7,08%","0,75%"
1882-02,"5,79","0,32","0,44","10,28","1882,12","3,62","154,38","8,53","300,93","11,69","22,78","15,15","19,46","0,92%","1,00","2,33","8,18%","7,17%","1,01%"
1882-03,"5,78","0,32","0,44","10,28","1882,21","3,62","154,11","8,53","301,80","11,67","22,84","15,09","19,38","0,80%","1,00","2,33","8,59%","7,45%","1,14%"
1882-04,"5,78","0,32","0,44","10,37","1882,29","3,62","152,70","8,45","300,41","11,54","22,70","14,92","19,15","0,75%","1,00","2,32","8,80%","7,68%","1,12%"
1882-05,"5,71","0,32","0,44","10,47","1882,37","3,62","149,48","8,38","295,44","11,41","22,55","14,57","18,70","1,00%","1,00","2,30","9,02%","7,77%","1,25%"
1882-06,"5,68","0,32","0,44","10,56","1882,46","3,62","147,35","8,30","292,61","11,29","22,41","14,33","18,39","1,27%","1,00","2,29","9,10%","7,85%","1,25%"
1882-07,"6,00","0,32","0,43","10,47","1882,54","3,63","157,07","8,38","313,29","11,37","22,67","15,24","19,56","0,91%","1,00","2,32","8,11%","7,46%","0,65%"
1882-08,"6,18","0,32","0,43","10,56","1882,62","3,63","160,32","8,30","321,16","11,24","22,52","15,53","19,91","0,80%","1,00","2,30","7,89%","7,41%","0,49%"
1882-09,"6,24","0,32","0,43","10,28","1882,71","3,63","166,38","8,53","334,71","11,53","23,20","16,08","20,62","0,24%","1,00","2,37","7,21%","7,10%","0,11%"
1882-10,"6,07","0,32","0,43","10,18","1882,79","3,63","163,36","8,61","330,08","11,62","23,48","15,76","20,19","0,49%","1,00","2,40","7,62%","6,99%","0,62%"
1882-11,"5,81","0,32","0,43","10,09","1882,87","3,63","157,84","8,69","320,39","11,70","23,76","15,19","19,47","0,35%","1,00","2,43","7,66%","6,61%","1,05%"
1882-12,"5,84","0,32","0,43","9,99","1882,96","3,63","160,16","8,78","326,59","11,79","24,05","15,38","19,70","0,32%","1,00","2,46","7,24%","6,37%","0,88%"
1883-01,"5,81","0,32","0,43","9,99","1883,04","3,63","159,34","8,80","326,41","11,72","24,02","15,27","19,56","0,36%","1,00","2,47","7,08%","5,97%","1,12%"
1883-02,"5,68","0,32","0,43","10,09","1883,12","3,63","154,30","8,74","317,59","11,55","23,76","14,76","18,90","0,47%","1,00","2,45","7,10%","5,94%","1,15%"
1883-03,"5,75","0,32","0,42","9,99","1883,21","3,63","157,69","8,84","326,08","11,59","23,96","15,05","19,27","0,25%","1,00","2,49","6,72%","6,10%","0,61%"
1883-04,"5,87","0,32","0,42","9,90","1883,29","3,63","162,53","8,95","337,63","11,63","24,16","15,48","19,82","-0,03%","1,00","2,52","6,52%","6,13%","0,38%"
1883-05,"5,77","0,32","0,42","9,80","1883,37","3,63","161,31","9,06","336,67","11,67","24,36","15,34","19,63","0,15%","1,00","2,55","5,74%","6,17%","-0,43%"
1883-06,"5,82","0,33","0,42","9,51","1883,46","3,63","167,59","9,36","351,40","11,95","25,06","15,90","20,36","-0,08%","1,00","2,63","5,09%","6,13%","-1,04%"
1883-07,"5,73","0,33","0,41","9,32","1883,54","3,63","168,37","9,57","354,70","12,12","25,53","15,95","20,41","-0,29%","1,00","2,70","4,29%","6,19%","-1,90%"
1883-08,"5,47","0,33","0,41","9,32","1883,62","3,62","160,73","9,60","340,29","12,05","25,51","15,20","19,45","0,02%","1,00","2,70","4,94%","6,62%","-1,68%"
1883-09,"5,53","0,33","0,41","9,23","1883,71","3,62","164,17","9,72","349,29","12,10","25,74","15,49","19,83","-0,20%","1,00","2,74","5,02%","6,09%","-1,07%"
1883-10,"5,38","0,33","0,41","9,23","1883,79","3,62","159,72","9,75","341,54","12,02","25,71","15,05","19,26","0,21%","1,00","2,75","5,47%","5,96%","-0,48%"
1883-11,"5,46","0,33","0,40","9,13","1883,87","3,62","163,78","9,87","351,99","12,07","25,95","15,41","19,72","0,26%","1,00","2,79","5,64%","6,13%","-0,49%"
1883-12,"5,34","0,33","0,40","9,23","1883,96","3,62","158,53","9,80","342,46","11,87","25,65","14,90","19,07","0,36%","1,00","2,77","5,75%","6,38%","-0,64%"
1884-01,"5,18","0,33","0,39","9,23","1884,04","3,62","153,78","9,75","333,95","11,65","25,30","14,43","18,48","0,42%","1,00","2,78","6,14%","6,68%","-0,54%"
1884-02,"5,32","0,33","0,39","9,23","1884,12","3,61","157,93","9,70","344,74","11,43","24,95","14,81","18,96","0,26%","1,00","2,79","6,14%","6,84%","-0,70%"
1884-03,"5,30","0,33","0,38","9,23","1884,21","3,60","157,34","9,65","345,19","11,21","24,59","14,74","18,88","0,30%","1,00","2,80","6,79%","7,16%","-0,37%"
1884-04,"5,06","0,32","0,37","9,04","1884,29","3,60","153,38","9,80","338,29","11,22","24,74","14,35","18,40","0,43%","1,00","2,87","7,19%","6,94%","0,25%"
1884-05,"4,65","0,32","0,36","8,85","1884,37","3,59","143,98","9,96","319,40","11,22","24,90","13,47","17,27","0,77%","1,00","2,94","7,45%","6,73%","0,72%"
1884-06,"4,46","0,32","0,36","8,85","1884,46","3,58","138,10","9,91","308,18","10,99","24,53","12,91","16,58","1,33%","1,00","2,95","7,74%","6,74%","1,00%"
1884-07,"4,46","0,32","0,35","8,75","1884,54","3,57","139,60","9,96","313,38","10,88","24,42","13,04","16,77","1,08%","1,00","2,99","7,38%","6,63%","0,74%"
