cleaned_data
date,s_and_p_comp,dividend,earnings,CPI,fraction_date,long_interest_rate,real_price,real_dividend,real_total_return_price,real_earnings,real_scaled_earnings,CAPE,TR_CAPE,excess_CAPE,montly_bond_return,real_bond_return,10_year_stock_return,10_year_bond_return,10_year_excess_return
1896-04,"4,42","0,19","0,24","6,47","1896,29","3,55","187,18","7,91","729,34","10,02","39,06","17,64","22,20","0,26%","1,00","6,15","9,33%","0,65%","8,67%"
1896-05,"4,40","0,19","0,23","6,37","1896,37","3,53","189,11","7,99","739,47","10,03","39,21","17,83","22,43","0,32%","1,00","6,27","8,80%","0,36%","8,44%"
1896-06,"4,32","0,19","0,23","6,28","1896,46","3,52","188,48","8,07","739,65","10,04","39,38","17,78","22,37","0,33%","1,00","6,39","8,97%","0,18%","8,79%"
1896-07,"4,04","0,18","0,23","6,28","1896,54","3,50","176,27","8,04","694,34","9,89","38,96","16,64","20,93","0,61%","1,00","6,42","9,78%","0,49%","9,30%"
1896-08,"3,81","0,18","0,22","6,28","1896,62","3,48","166,23","8,00","657,44","9,74","38,53","15,70","19,76","0,86%","1,00","6,45","10,96%","0,23%","10,73%"
1896-09,"4,01","0,18","0,22","6,28","1896,71","3,47","174,96","7,96","694,57","9,60","38,11","16,54","20,82","0,55%","1,00","6,48","10,60%","0,09%","10,51%"
1896-10,"4,10","0,18","0,22","6,47","1896,79","3,45","173,62","7,69","691,82","9,18","36,57","16,44","20,69","0,90%","1,00","6,31","10,10%","0,14%","9,96%"
1896-11,"4,38","0,18","0,21","6,66","1896,87","3,43","180,18","7,44","720,42","8,77","35,08","17,09","21,51","0,97%","1,00","6,16","9,80%","0,29%","9,51%"
1896-12,"4,22","0,18","0,21","6,66","1896,96","3,42","173,60","7,40","696,57","8,64","34,66","16,50","20,77","1,07%","1,00","6,19","9,99%","0,15%","9,83%"
1897-01,"4,22","0,18","0,22","6,47","1897,04","3,40","178,71","7,62","719,61","9,24","37,23","17,03","21,43","0,38%","1,00","6,40","9,47%","-0,06%","9,53%"
1897-02,"4,18","0,18","0,23","6,47","1897,12","3,40","177,01","7,62","715,34","9,60","38,80","16,89","21,26","0,32%","1,00","6,42","8,99%","-0,29%","9,28%"
1897-03,"4,19","0,18","0,24","6,47","1897,21","3,39","177,44","7,62","719,62","9,95","40,36","16,96","21,33","0,30%","1,00","6,44","7,96%","-0,20%","8,16%"
1897-04,"4,06","0,18","0,24","6,37","1897,29","3,39","174,50","7,74","710,32","10,46","42,57","16,70","21,00","0,25%","1,00","6,55","8,20%","-0,36%","8,56%"
1897-05,"4,08","0,18","0,25","6,28","1897,37","3,38","178,01","7,85","727,30","10,98","44,87","17,05","21,44","-0,02%","1,00","6,67","7,39%","-0,73%","8,12%"
1897-06,"4,27","0,18","0,26","6,28","1897,46","3,38","186,30","7,85","763,84","11,34","46,51","17,85","22,43","-0,16%","1,00","6,69","6,45%","-0,85%","7,30%"
1897-07,"4,46","0,18","0,27","6,28","1897,54","3,38","194,59","7,85","800,51","11,71","48,16","18,65","23,42","-0,28%","1,00","6,72","6,40%","-0,86%","7,26%"
1897-08,"4,75","0,18","0,28","6,57","1897,62","3,37","198,23","7,51","818,07","11,55","47,65","19,01","23,84","-0,06%","1,00","6,44","5,39%","-0,43%","5,83%"
1897-09,"4,98","0,18","0,29","6,76","1897,71","3,37","201,98","7,30","836,03","11,56","47,85","19,37","24,27","0,25%","1,00","6,28","5,10%","-0,16%","5,27%"
1897-10,"4,82","0,18","0,29","6,66","1897,79","3,36","198,28","7,40","823,28","12,07","50,10","19,03","23,81","0,09%","1,00","6,39","4,01%","-0,42%","4,43%"
1897-11,"4,65","0,18","0,30","6,66","1897,87","3,36","191,29","7,40","796,81","12,41","51,70","18,36","22,94","0,17%","1,00","6,41","4,21%","-0,02%","4,23%"
1897-12,"4,75","0,18","0,31","6,66","1897,96","3,35","195,40","7,40","816,51","12,75","53,29","18,75","23,40","-0,17%","1,00","6,43","4,76%","0,18%","4,58%"
1898-01,"4,88","0,18","0,31","6,66","1898,04","3,35","200,75","7,47","841,46","12,89","54,02","19,25","23,99","-0,42%","1,00","6,45","5,05%","0,28%","4,77%"
1898-02,"4,87","0,18","0,32","6,76","1898,12","3,33","197,52","7,43","830,51","12,84","54,01","18,92","23,55","-0,06%","1,00","6,39","4,97%","0,53%","4,45%"
1898-03,"4,65","0,19","0,32","6,76","1898,21","3,31","188,59","7,50","795,62","12,98","54,75","18,04","22,44","0,22%","1,00","6,42","5,90%","0,52%","5,38%"
1898-04,"4,57","0,19","0,32","6,76","1898,29","3,29","185,35","7,57","784,59","13,11","55,51","17,71","22,00","0,46%","1,00","6,45","6,54%","0,41%","6,14%"
1898-05,"4,87","0,19","0,33","7,23","1898,37","3,27","184,52","7,13","783,61","12,38","52,57","17,60","21,84","1,30%","1,00","6,05","7,17%","1,09%","6,08%"
1898-06,"5,06","0,19","0,33","6,76","1898,46","3,25","205,22","7,71","874,25","13,38","57,02","19,54","24,23","0,20%","1,00","6,51","6,06%","0,39%","5,67%"
1898-07,"5,08","0,19","0,33","6,66","1898,54","3,23","208,98","7,89","893,04","13,71","58,59","19,86","24,60","-0,11%","1,00","6,63","6,15%","0,14%","6,01%"
1898-08,"5,27","0,19","0,34","6,66","1898,62","3,20","216,79","7,95","929,27","13,85","59,37","20,54","25,42","-0,26%","1,00","6,66","6,22%","0,13%","6,09%"
1898-09,"5,26","0,20","0,34","6,66","1898,71","3,18","216,38","8,02","930,37","13,99","60,14","20,44","25,26","-0,21%","1,00","6,69","6,13%","0,13%","6,01%"
1898-10,"5,15","0,20","0,34","6,66","1898,79","3,16","211,86","8,09","913,82","14,12","60,92","19,95","24,63","-0,19%","1,00","6,72","6,38%","0,01%","6,37%"
1898-11,"5,32","0,20","0,35","6,66","1898,87","3,14","218,85","8,16","946,91","14,26","61,71","20,53","25,32","-0,42%","1,00","6,75","6,63%","-0,10%","6,73%"
1898-12,"5,65","0,20","0,35","6,76","1898,96","3,12","229,15","8,11","994,41","14,20","61,60","21,40","26,37","-0,46%","1,00","6,68","6,27%","-0,07%","6,34%"
1899-01,"6,08","0,20","0,36","6,76","1899,04","3,10","246,59","8,14","1.073,04","14,63","63,68","22,93","28,22","-0,41%","1,00","6,71","5,65%","0,03%","5,62%"
1899-02,"6,31","0,20","0,37","6,95","1899,12","3,10","248,91","7,96","1.086,00","14,66","63,97","23,05","28,33","-0,04%","1,00","6,54","5,15%","0,21%","4,94%"
1899-03,"6,40","0,20","0,38","6,95","1899,21","3,11","252,46","7,99","1.104,40","15,09","66,01","23,28","28,57","0,03%","1,00","6,56","5,15%","0,20%","4,95%"
1899-04,"6,48","0,20","0,39","7,04","1899,29","3,11","252,16","7,91","1.105,98","15,30","67,13","23,15","28,37","0,19%","1,00","6,48","5,42%","0,13%","5,29%"
1899-05,"6,21","0,20","0,40","7,04","1899,37","3,12","241,65","7,95","1.062,80","15,73","69,18","22,09","27,03","0,63%","1,00","6,50","6,12%","0,03%","6,09%"
1899-06,"6,07","0,21","0,42","7,14","1899,46","3,12","233,06","7,87","1.027,87","15,93","70,27","21,21","25,92","0,95%","1,00","6,42","6,59%","0,06%","6,53%"
1899-07,"6,28","0,21","0,43","7,23","1899,54","3,13","237,95","7,80","1.052,31","16,13","71,35","21,56","26,31","1,00%","1,00","6,35","6,53%","0,19%","6,34%"
1899-08,"6,44","0,21","0,44","7,33","1899,62","3,13","240,84","7,73","1.067,95","16,33","72,42","21,73","26,47","1,09%","1,00","6,29","6,55%","0,22%","6,33%"
1899-09,"6,37","0,21","0,45","7,61","1899,71","3,13","229,29","7,47","1.019,49","16,11","71,62","20,59","25,04","1,60%","1,00","6,06","6,99%","0,50%","6,49%"
1899-10,"6,34","0,21","0,46","7,71","1899,79","3,14","225,39","7,41","1.004,91","16,29","72,64","20,15","24,48","1,82%","1,00","6,00","7,02%","0,43%","6,59%"
1899-11,"6,46","0,21","0,47","7,80","1899,87","3,14","226,86","7,35","1.014,17","16,48","73,66","20,20","24,49","1,93%","1,00","5,94","6,80%","0,46%","6,34%"
1899-12,"6,02","0,21","0,48","7,90","1899,96","3,15","208,86","7,29","936,42","16,65","74,66","18,51","22,42","2,38%","1,00","5,88","7,72%","0,48%","7,24%"
1900-01,"6,10","0,22","0,48","7,90","1900,04","3,15","211,63","7,55","951,68","16,65","74,89","18,67","22,59","2,57%","1,00","5,90","7,45%","0,58%","6,88%"
1900-02,"6,21","0,23","0,48","7,99","1900,12","3,15","212,89","7,71","960,20","16,45","74,22","18,70","22,60","2,69%","1,00","5,84","7,01%","0,69%","6,31%"
1900-03,"6,26","0,23","0,48","7,99","1900,21","3,14","214,60","7,97","970,93","16,45","74,45","18,78","22,66","2,67%","1,00","5,86","6,99%","0,50%","6,48%"
1900-04,"6,34","0,24","0,48","7,99","1900,29","3,14","217,34","8,23","986,44","16,45","74,68","18,94","22,83","2,63%","1,00","5,88","6,50%","0,41%","6,09%"
1900-05,"6,04","0,25","0,48","7,80","1900,37","3,13","212,11","8,69","965,97","16,86","76,77","18,40","22,17","2,42%","1,00","6,04","6,79%","0,35%","6,44%"
1900-06,"5,86","0,26","0,48","7,71","1900,46","3,13","208,33","9,07","952,19","17,06","78,00","17,99","21,67","2,43%","1,00","6,13","6,56%","0,32%","6,24%"
1900-07,"5,86","0,26","0,48","7,80","1900,54","3,13","205,79","9,22","944,09","16,86","77,33","17,69","21,29","2,65%","1,00","6,08","6,15%","0,44%","5,70%"
1900-08,"5,94","0,27","0,48","7,71","1900,62","3,12","211,17","9,60","972,47","17,06","78,58","18,07","21,75","2,05%","1,00","6,17","6,24%","0,42%","5,82%"
1900-09,"5,80","0,28","0,48","7,80","1900,71","3,12","203,68","9,75","941,70","16,86","77,93","17,34","20,87","2,29%","1,00","6,11","6,80%","0,64%","6,16%"
1900-10,"6,01","0,29","0,48","7,71","1900,79","3,11","213,66","10,13","991,75","17,06","79,21","18,10","21,78","1,93%","1,00","6,21","7,09%","0,81%","6,28%"
1900-11,"6,48","0,29","0,48","7,71","1900,87","3,11","230,37","10,40","1.073,33","17,06","79,51","19,42","23,37","1,80%","1,00","6,22","6,50%","1,02%","5,48%"
1900-12,"6,87","0,30","0,48","7,61","1900,96","3,10","247,29","10,80","1.156,35","17,28","80,79","20,74","24,95","1,35%","1,00","6,32","5,45%","0,89%","4,56%"
1901-01,"7,07","0,30","0,48","7,71","1901,04","3,10","251,34","10,73","1.179,50","17,12","80,36","20,98","25,22","1,54%","1,00","6,26","5,54%","1,01%","4,53%"
1901-02,"7,25","0,30","0,48","7,61","1901,12","3,11","260,97","10,92","1.228,92","17,40","81,92","21,68","26,05","1,14%","1,00","6,35","5,67%","1,22%","4,45%"
1901-03,"7,51","0,31","0,49","7,61","1901,21","3,11","270,32","10,98","1.277,30","17,46","82,49","22,35","26,84","0,87%","1,00","6,37","5,07%","1,12%","3,95%"
1901-04,"8,14","0,31","0,49","7,52","1901,29","3,12","296,71","11,18","1.406,37","17,74","84,09","24,41","29,29","0,25%","1,00","6,46","4,40%","1,33%","3,07%"
1901-05,"7,73","0,31","0,49","7,52","1901,37","3,13","281,77","11,24","1.339,98","17,80","84,65","23,06","27,66","0,60%","1,00","6,47","5,17%","1,34%","3,83%"
1901-06,"8,50","0,31","0,49","7,52","1901,46","3,13","309,83","11,30","1.477,93","17,86","85,20","25,24","30,24","0,46%","1,00","6,49","4,39%","1,35%","3,04%"
1901-07,"7,93","0,31","0,49","7,61","1901,54","3,14","285,44","11,22","1.366,05","17,70","84,70","23,14","27,71","1,06%","1,00","6,42","5,10%","1,38%","3,72%"
1901-08,"8,04","0,31","0,49","7,71","1901,62","3,15","285,83","11,14","1.372,34","17,54","84,20","23,08","27,61","1,19%","1,00","6,35","4,25%","1,20%","3,06%"
1901-09,"8,00","0,32","0,50","7,80","1901,71","3,15","280,94","11,06","1.353,29","17,38","83,73","22,59","27,01","1,52%","1,00","6,29","3,76%","1,23%","2,53%"
1901-10,"7,91","0,32","0,50","7,80","1901,79","3,16","277,78","11,12","1.342,53","17,44","84,30","22,25","26,59","1,58%","1,00","6,30","3,94%","1,24%","2,71%"
1901-11,"8,08","0,32","0,50","7,90","1901,87","3,17","280,33","11,04","1.359,30","17,29","83,83","22,38","26,71","1,80%","1,00","6,24","4,38%","1,48%","2,90%"
1901-12,"7,95","0,32","0,50","7,99","1901,96","3,17","272,54","10,97","1.325,94","17,14","83,39","21,68","25,87","2,05%","1,00","6,17","4,84%","1,71%","3,12%"
1902-01,"8,12","0,32","0,51","7,90","1902,04","3,18","281,72","11,13","1.375,13","17,72","86,50","22,34","26,64","2,05%","1,00","6,26","4,40%","1,50%","2,91%"
1902-02,"8,19","0,32","0,52","7,90","1902,12","3,19","284,15","11,16","1.391,52","18,10","88,64","22,46","26,76","2,02%","1,00","6,27","4,13%","1,38%","2,75%"
1902-03,"8,20","0,32","0,53","7,90","1902,21","3,20","284,49","11,19","1.397,79","18,47","90,77","22,41","26,67","2,28%","1,00","6,28","4,21%","1,16%","3,05%"
1902-04,"8,48","0,32","0,54","7,99","1902,29","3,21","290,70","11,08","1.432,85","18,62","91,80","22,82","27,14","2,45%","1,00","6,22","4,00%","0,96%","3,04%"
1902-05,"8,46","0,32","0,55","8,09","1902,37","3,22","286,61","10,98","1.417,16","18,78","92,84","22,43","26,64","2,63%","1,00","6,16","4,15%","1,07%","3,08%"
1902-06,"8,41","0,33","0,57","8,18","1902,46","3,23","281,60","10,88","1.396,89","18,92","93,85","21,96","26,06","2,84%","1,00","6,10","4,44%","1,27%","3,17%"
1902-07,"8,60","0,33","0,58","8,18","1902,54","3,24","287,96","10,91","1.432,96","19,28","95,94","22,39","26,53","2,47%","1,00","6,11","4,23%","1,26%","2,97%"
1902-08,"8,83","0,33","0,59","8,09","1902,62","3,25","299,14","11,07","1.493,18","19,88","99,21","23,17","27,42","2,06%","1,00","6,19","3,98%","1,03%","2,95%"
1902-09,"8,85","0,33","0,60","8,18","1902,71","3,26","296,33","10,97","1.483,72","20,01","100,17","22,86","27,02","2,23%","1,00","6,13","4,04%","1,03%","3,00%"
1902-10,"8,57","0,33","0,61","8,75","1902,79","3,27","268,24","10,28","1.347,36","19,04","95,64","20,60","24,33","3,38%","1,00","5,74","5,07%","1,71%","3,36%"
1902-11,"8,24","0,33","0,62","8,47","1902,87","3,28","266,61","10,65","1.343,61","20,03","100,97","20,41","24,08","2,82%","1,00","5,95","5,02%","1,36%","3,66%"
1902-12,"8,05","0,33","0,63","8,56","1902,96","3,29","257,57","10,56","1.302,48","20,16","101,93","19,63","23,15","2,99%","1,00","5,89","5,11%","1,56%","3,55%"
1903-01,"8,46","0,33","0,62","8,66","1903,04","3,30","267,71","10,50","1.358,19","19,67","99,81","20,32","23,93","2,55%","1,00","5,84","4,52%","1,56%","2,96%"
1903-02,"8,41","0,33","0,61","8,66","1903,12","3,31","266,13","10,55","1.354,62","19,41","98,79","20,11","23,67","2,47%","1,00","5,85","4,22%","1,59%","2,63%"
1903-03,"8,08","0,34","0,61","8,37","1903,21","3,32","264,40","10,96","1.350,48","19,80","101,12","19,88","23,40","2,42%","1,00","6,06","4,10%","1,29%","2,81%"
1903-04,"7,75","0,34","0,60","8,37","1903,29","3,33","253,60","11,02","1.300,02","19,53","100,09","18,98","22,33","2,78%","1,00","6,08","4,53%","1,33%","3,21%"
1903-05,"7,60","0,34","0,59","8,18","1903,37","3,33","254,48","11,33","1.309,35","19,70","101,35","18,95","22,29","2,67%","1,00","6,23","4,32%","1,23%","3,09%"
1903-06,"7,18","0,34","0,58","8,18","1903,46","3,34","240,42","11,38","1.241,87","19,42","100,32","17,82","20,96","3,25%","1,00","6,24","4,28%","1,16%","3,12%"
1903-07,"6,85","0,34","0,57","8,18","1903,54","3,35","229,37","11,44","1.189,72","19,14","99,29","16,92","19,91","3,80%","1,00","6,26","4,82%","1,10%","3,72%"
1903-08,"6,63","0,34","0,56","8,18","1903,62","3,36","222,00","11,50","1.156,48","18,86","98,26","16,30","19,19","4,43%","1,00","6,27","5,44%","1,13%","4,31%"
1903-09,"6,47","0,35","0,56","8,28","1903,71","3,37","214,15","11,42","1.120,55","18,37","96,12","15,65","18,45","4,38%","1,00","6,21","5,82%","1,18%","4,64%"
1903-10,"6,26","0,35","0,55","8,18","1903,79","3,38","209,61","11,61","1.101,85","18,31","96,23","15,25","18,00","4,29%","1,00","6,30","5,71%","1,10%","4,61%"
1903-11,"6,28","0,35","0,54","8,09","1903,87","3,38","212,75","11,80","1.123,54","18,24","96,31","15,41","18,20","4,37%","1,00","6,38","5,18%","0,91%","4,26%"
1903-12,"6,57","0,35","0,53","8,09","1903,96","3,39","222,58","11,86","1.180,65","17,96","95,24","16,04","18,97","4,24%","1,00","6,40","4,80%","1,05%","3,75%"
1904-01,"6,68","0,35","0,53","8,28","1904,04","3,40","221,10","11,48","1.177,89","17,43","92,87","15,86","18,78","4,81%","1,00","6,26","5,30%","1,32%","3,98%"
1904-02,"6,50","0,34","0,52","8,47","1904,12","3,41","210,31","11,11","1.125,33","16,93","90,60","15,02","17,80","5,54%","1,00","6,14","6,07%","1,66%","4,42%"
1904-03,"6,48","0,34","0,52","8,37","1904,21","3,41","212,04","11,13","1.139,57","17,02","91,45","15,08","17,90","5,68%","1,00","6,22","5,79%","1,55%","4,24%"
1904-04,"6,64","0,34","0,52","8,28","1904,29","3,42","219,78","11,14","1.186,12","17,10","92,30","15,57","18,49","5,35%","1,00","6,31","5,26%","1,54%","3,72%"
1904-05,"6,50","0,33","0,51","8,09","1904,37","3,43","220,21","11,29","1.193,51","17,39","94,25","15,53","18,46","5,12%","1,00","6,47","5,20%","1,21%","3,99%"
1904-06,"6,51","0,33","0,51","8,09","1904,46","3,43","220,54","11,18","1.200,40","17,28","94,04","15,47","18,42","5,14%","1,00","6,48","5,14%","1,22%","3,92%"
1904-07,"6,78","0,33","0,51","8,09","1904,54","3,44","229,69","11,07","1.255,21","17,17","93,81","16,04","19,11","4,90%","1,00","6,50","4,02%","1,12%","2,90%"
1904-08,"7,01","0,32","0,50","8,18","1904,62","3,45","234,72","10,83","1.287,63","16,85","92,45","16,30","19,45","4,62%","1,00","6,44","3,60%","1,05%","2,56%"
1904-09,"7,32","0,32","0,50","8,28","1904,71","3,45","242,28","10,59","1.333,95","16,55","91,12","16,74","19,99","4,43%","1,00","6,38","3,29%","1,17%","2,12%"
1904-10,"7,75","0,32","0,50","8,28","1904,79","3,46","256,52","10,48","1.417,12","16,44","90,82","17,63","21,07","4,41%","1,00","6,39","2,81%","1,28%","1,54%"
1904-11,"8,17","0,31","0,49","8,47","1904,87","3,47","264,34","10,14","1.465,03","15,96","88,46","18,08","21,61","4,50%","1,00","6,26","2,42%","1,41%","1,00%"
1904-12,"8,25","0,31","0,49","8,47","1904,96","3,47","266,93","10,03","1.484,00","15,85","88,14","18,16","21,72","4,61%","1,00","6,28","1,99%","1,52%","0,47%"
1905-01,"8,43","0,31","0,51","8,47","1905,04","3,48","272,76","10,09","1.521,05","16,34","91,12","18,46","22,09","4,52%","1,00","6,29","1,96%","1,53%","0,44%"
1905-02,"8,80","0,31","0,52","8,47","1905,12","3,48","284,73","10,14","1.592,52","16,82","94,10","19,17","22,94","4,32%","1,00","6,31","1,51%","1,64%","-0,14%"
1905-03,"9,05","0,32","0,54","8,37","1905,21","3,47","296,14","10,31","1.661,17","17,51","98,20","19,83","23,74","4,03%","1,00","6,41","1,48%","1,65%","-0,16%"
1905-04,"8,94","0,32","0,55","8,37","1905,29","3,47","292,54","10,36","1.645,82","18,00","101,25","19,48","23,33","3,69%","1,00","6,43","2,26%","1,56%","0,70%"
1905-05,"8,50","0,32","0,57","8,28","1905,37","3,46","281,34","10,54","1.587,75","18,70","105,54","18,63","22,31","3,67%","1,00","6,52","2,33%","1,36%","0,97%"
1905-06,"8,60","0,32","0,58","8,28","1905,46","3,46","284,65","10,59","1.611,41","19,20","108,68","18,74","22,45","3,51%","1,00","6,54","2,34%","1,37%","0,97%"
1905-07,"8,87","0,32","0,60","8,28","1905,54","3,46","293,59","10,65","1.667,02","19,69","111,82","19,21","23,01","3,52%","1,00","6,56","2,00%","1,39%","0,61%"
1905-08,"9,20","0,32","0,61","8,37","1905,62","3,45","301,05","10,58","1.714,40","19,96","113,67","19,57","23,45","3,69%","1,00","6,51","2,18%","1,52%","0,66%"
1905-09,"9,23","0,33","0,63","8,28","1905,71","3,45","305,50","10,76","1.744,87","20,69","118,15","19,74","23,65","3,53%","1,00","6,61","2,42%","1,42%","1,00%"
1905-10,"9,36","0,33","0,64","8,28","1905,79","3,44","309,81","10,81","1.774,59","21,18","121,34","19,90","23,83","3,49%","1,00","6,63","2,73%","1,33%","1,40%"
1905-11,"9,31","0,33","0,66","8,37","1905,87","3,44","304,65","10,74","1.750,18","21,43","123,13","19,44","23,28","3,73%","1,00","6,57","3,17%","1,37%","1,80%"
1905-12,"9,54","0,33","0,67","8,47","1905,96","3,43","308,67","10,68","1.778,39","21,68","124,90","19,58","23,43","3,96%","1,00","6,52","3,07%","1,50%","1,57%"
1906-01,"9,87","0,34","0,68","8,47","1906,04","3,43","319,35","10,86","1.845,12","21,92","126,65","20,13","24,08","3,97%","1,00","6,54","2,46%","1,41%","1,05%"
1906-02,"9,80","0,34","0,69","8,47","1906,12","3,45","317,08","11,06","1.837,36","22,16","128,43","19,87","23,75","4,16%","1,00","6,55","2,41%","1,42%","0,98%"
1906-03,"9,56","0,35","0,69","8,47","1906,21","3,47","309,32","11,24","1.797,79","22,41","130,23","19,26","23,02","4,30%","1,00","6,56","2,54%","1,34%","1,21%"
1906-04,"9,43","0,35","0,70","8,47","1906,29","3,49","305,11","11,43","1.778,88","22,65","132,05","18,88","22,56","4,54%","1,00","6,57","2,48%","1,25%","1,23%"
1906-05,"9,18","0,36","0,71","8,56","1906,37","3,51","293,72","11,49","1.718,06","22,64","132,41","18,05","21,57","5,02%","1,00","6,50","3,01%","1,28%","1,74%"
1906-06,"9,30","0,37","0,72","8,56","1906,46","3,53","297,56","11,68","1.746,21","22,88","134,25","18,17","21,72","5,12%","1,00","6,51","2,89%","1,19%","1,70%"
1906-07,"9,06","0,37","0,72","8,28","1906,54","3,55","299,88","12,27","1.765,80","23,91","140,82","18,20","21,75","4,75%","1,00","6,74","2,68%","0,86%","1,82%"
1906-08,"9,73","0,38","0,73","8,47","1906,62","3,57","314,82","12,19","1.859,76","23,62","139,53","18,97","22,67","4,74%","1,00","6,60","2,18%","1,00%","1,18%"
1906-09,"10,03","0,38","0,74","8,56","1906,71","3,59","320,92","12,24","1.901,82","23,60","139,84","19,20","22,94","4,77%","1,00","6,53","2,22%","0,94%","1,28%"
1906-10,"9,73","0,39","0,75","8,75","1906,79","3,61","304,55","12,15","1.810,82","23,32","138,65","18,10","21,62","4,99%","1,00","6,40","2,90%","0,99%","1,91%"
1906-11,"9,93","0,39","0,75","8,85","1906,87","3,63","307,47","12,21","1.834,24","23,30","139,00","18,14","21,68","4,76%","1,00","6,34","2,87%","0,94%","1,93%"
1906-12,"9,84","0,40","0,76","8,94","1906,96","3,65","301,44","12,25","1.804,36","23,28","139,36","17,66","21,11","5,00%","1,00","6,28","2,58%","0,97%","1,61%"
1907-01,"9,56","0,40","0,75","8,85","1907,04","3,67","296,01","12,49","1.778,10","23,28","139,81","17,22","20,60","5,32%","1,00","6,36","2,45%","0,78%","1,67%"
1907-02,"9,26","0,41","0,74","9,04","1907,12","3,69","280,69","12,33","1.692,21","22,53","135,83","16,22","19,41","5,88%","1,00","6,23","2,16%","0,74%","1,42%"
1907-03,"8,35","0,41","0,74","8,94","1907,21","3,70","255,80","12,56","1.548,46","22,52","136,30","14,69","17,60","6,40%","1,00","6,31","3,44%","0,62%","2,81%"
1907-04,"8,39","0,41","0,73","8,94","1907,29","3,72","257,02","12,66","1.562,26","22,26","135,32","14,67","17,59","6,54%","1,00","6,32","2,74%","0,13%","2,61%"
1907-05,"8,10","0,42","0,72","9,13","1907,37","3,74","242,97","12,50","1.483,17","21,55","131,53","13,79","16,56","7,33%","1,00","6,20","2,82%","0,18%","2,64%"
1907-06,"7,84","0,42","0,71","9,23","1907,46","3,75","232,75","12,47","1.427,11","21,08","129,24","13,14","15,81","7,78%","1,00","6,15","3,32%","0,12%","3,20%"
1907-07,"8,14","0,42","0,70","9,23","1907,54","3,77","241,65","12,57","1.488,14","20,83","128,28","13,59","16,36","7,52%","1,00","6,16","2,82%","0,28%","2,55%"
1907-08,"7,53","0,43","0,69","9,23","1907,62","3,79","223,54","12,67","1.383,12","20,58","127,35","12,51","15,09","7,67%","1,00","6,17","3,17%","0,12%","3,06%"
1907-09,"7,45","0,43","0,69","9,23","1907,71","3,80","221,17","12,77","1.375,01","20,34","126,43","12,33","14,90","7,48%","1,00","6,18","2,56%","-0,11%","2,68%"
1907-10,"6,64","0,43","0,68","9,32","1907,79","3,82","195,11","12,73","1.219,60","19,88","124,29","10,83","13,12","8,83%","1,00","6,13","3,14%","-0,16%","3,31%"
1907-11,"6,25","0,44","0,67","8,94","1907,87","3,84","191,46","13,38","1.203,79","20,47","128,72","10,59","12,86","8,60%","1,00","6,40","2,47%","-0,58%","3,05%"
1907-12,"6,57","0,44","0,66","8,75","1907,96","3,85","205,64","13,77","1.300,14","20,66","130,61","11,33","13,80","7,74%","1,00","6,55","1,26%","-0,95%","2,21%"
1908-01,"6,85","0,44","0,65","8,66","1908,04","3,87","216,76","13,82","1.377,73","20,67","131,40","11,90","14,52","7,19%","1,00","6,64","1,13%","-1,27%","2,40%"
1908-02,"6,60","0,43","0,65","8,56","1908,12","3,86","211,17","13,86","1.349,54","20,69","132,23","11,55","14,13","7,19%","1,00","6,74","1,65%","-1,45%","3,10%"
1908-03,"6,87","0,43","0,64","8,56","1908,21","3,85","219,81","13,76","1.412,08","20,48","131,55","11,98","14,68","6,89%","1,00","6,76","1,13%","-1,37%","2,51%"
1908-04,"7,24","0,43","0,63","8,66","1908,29","3,84","229,10","13,50","1.479,00","20,04","129,37","12,45","15,28","6,70%","1,00","6,71","0,50%","-1,40%","1,90%"
1908-05,"7,63","0,42","0,63","8,66","1908,37","3,83","241,44","13,39","1.565,87","19,83","128,62","13,08","16,07","5,63%","1,00","6,74","0,10%","-1,61%","1,71%"
1908-06,"7,64","0,42","0,62","8,66","1908,46","3,82","241,76","13,29","1.575,11","19,62","127,82","13,05","16,06","6,35%","1,00","6,77","-0,01%","-1,74%","1,73%"
1908-07,"7,92","0,42","0,61","8,75","1908,54","3,82","247,90","13,04","1.622,17","19,20","125,62","13,35","16,44","6,45%","1,00","6,72","-0,42%","-1,89%","1,47%"
1908-08,"8,26","0,41","0,61","8,75","1908,62","3,81","258,54","12,94","1.698,86","18,99","124,78","13,88","17,12","6,17%","1,00","6,75","-0,92%","-2,08%","1,16%"
1908-09,"8,17","0,41","0,60","8,75","1908,71","3,80","255,72","12,83","1.687,37","18,78","123,92","13,70","16,92","6,27%","1,00","6,77","-1,03%","-2,27%","1,24%"
1908-10,"8,27","0,41","0,59","8,85","1908,79","3,79","256,07","12,59","1.696,60","18,37","121,72","13,69","16,92","6,40%","1,00","6,73","-0,80%","-2,34%","1,55%"
1908-11,"8,83","0,40","0,59","8,94","1908,87","3,78","270,50","12,35","1.799,03","17,97","119,53","14,44","17,85","6,14%","1,00","6,68","-1,25%","-2,42%","1,16%"
1908-12,"9,03","0,40","0,58","9,04","1908,96","3,77","273,72","12,12","1.827,13","17,58","117,36","14,58","18,04","6,04%","1,00","6,64","-1,66%","-2,43%","0,76%"
1909-01,"9,06","0,40","0,60","8,94","1909,04","3,76","277,55","12,35","1.859,58","18,23","122,12","14,76","18,28","5,86%","1,00","6,73","-1,84%","-2,53%","0,69%"
